,Advert_No,Price,Room_Count,Meter_Square,Build_Age,Town,Neighbourhood
3030,86980-303,                1700000                 ,4,170,3,Selçuklu,Yazır
3031,131350-258,                1600000                 ,4,150,0,Karatay,HacıHasan
3032,62608-863,                1850000                 ,4,170,10,Ereğli,Eti
3033,92473-636,                960000                 ,4,150,27,Selçuklu,Işıklar
3034,121689-11,                2550000                 ,5,185,5,Selçuklu,Beyhekim
3035,93404-81,                650000                 ,3,125,25,Karatay,SultanMesud
3036,130520-239,                6100000                 ,7,310,20,Meram,Durunday
3037,130848-197,                400000                 ,3,100,6,Hadim,Selahattin
3038,89673-1498,                1150000                 ,4,137,4,Selçuklu,Buhara
3039,76578-2860,                1270000                 ,3,140,0,Karatay,Akabe
3040,94059-125,                950000                 ,3,125,20,Selçuklu,BosnaHersek
3041,80269-364,                12500000                 ,9,370,17,Meram,Ateşbaz-IVeli
3042,66538-1371,                1690000                 ,4,165,3,Karatay,Kayacıkaraplar
3043,121431-797,                1030000                 ,4,160,11,Karatay,Çataltömek
3044,128842-350,                1450000                 ,4,160,23,Selçuklu,ŞeyhŞamil
3045,78639-2784,                1400000                 ,4,160,0,Ereğli,Üçgöz
3046,57166-220,                1300000                 ,3,300,35,Akşehir,NasreddinHoca
3047,131350-257,                1850000                 ,5,230,4,Karatay,Erenler
3048,98608-760,                1650000                 ,4,165,2,Ereğli,Cinler
3049,130520-219,                2650000                 ,8,280,18,Meram,Alavardı
3050,65192-119,                800000                 ,3,140,20,Karatay,Saraçoğlu
3051,81846-1264,                6950000                 ,6,600,0,Selçuklu,SilleAk
3052,62608-868,                2200000                 ,3,110,20,Ereğli,Türkmen
3053,58332-249,                1175000                 ,4,155,15,Selçuklu,BosnaHersek
3054,126181-148,                1150000                 ,3,110,20,Ereğli,Selçuklu
3055,86980-883,                1400000                 ,4,155,4,Selçuklu,Parsana
3056,70173-870,                935000                 ,4,185,20,Ereğli,Eti
3057,66538-1184,                2300000                 ,4,150,0,Selçuklu,SelahaddinEyyubi
3058,121431-766,                1200000                 ,4,150,16,Selçuklu,SelahaddinEyyubi
3059,101004-5976,                484000                 ,2,315,57,Yunak,Yeni
3060,121689-12,                1600000                 ,4,150,0,Selçuklu,Beyhekim
3061,80269-985,                3900000                 ,4,170,7,Selçuklu,Erenköy
3062,131350-255,                1400000                 ,4,150,4,Karatay,Fetih
3063,125838-56,                2850000                 ,3,183,0,Meram,Gödene
3064,76578-2851,                700000                 ,3,110,20,Meram,Konevi
3065,0-39336725,                397500                 ,2,20.000,1,Sarayönü,Gözlü
3066,98608-726,                1700000                 ,4,145,10,Ereğli,BatıElagözlü
3067,78639-2969,                835000                 ,2,70,4,Ereğli,Aydınlar
3068,128972-339,                4750000                 ,4,200,15,Selçuklu,Küçükmuhsine
3069,130520-319,                1550000                 ,4,120,0,Selçuklu,Yazır
3070,121431-760,                3100000                 ,4,200,5,Meram,Alavardı
3071,92679-1331,                1600000                 ,4,165,22,Selçuklu,Yazır
3072,122312-188,                850000                 ,4,130,23,Karatay,Nakipoğlu
3073,124086-175,                1195000                 ,4,140,0,Karatay,Karaaslandede
3074,80269-855,                2300000                 ,6,240,6,Selçuklu,Akıncılar
3075,99983-532,                1850000                 ,4,165,0,Selçuklu,Parsana
3076,131350-233,                1850000                 ,5,225,4,Karatay,Erenler
3077,58332-381,                2700000                 ,5,210,0,Selçuklu,Kosova
3078,46557-1712,                1570000                 ,4,155,0,Selçuklu,Hanaybaşı
3079,66538-1444,                1950000                 ,4,140,0,Selçuklu,Akşemsettin
3080,122179-377,                1250000                 ,4,175,0,Karatay,Çelebi
3081,85537-571,                750000                 ,3,105,5,Derbent,Camikebir
3082,135209-180,                1100000                 ,2,110,1,Ereğli,Toros
3083,128972-327,                2500000                 ,4,165,0,Karatay,Akabe
3084,134423-183,                2150000                 ,4,150,10,Meram,Alakova
3085,130520-342,                975000                 ,4,100,21,Selçuklu,Nişantaş
3086,130657-245,                1650000                 ,5,196,0,Yunak,Odabaşı
3087,121431-754,                1400000                 ,4,125,2,Karatay,Hacıyusufmescit
3088,76578-2865,                520000                 ,3,120,25,Selçuklu,İhsaniye
3089,124086-121,                1849000                 ,4,145,0,Karatay,Mengene
3090,78639-2766,                1200000                 ,3,110,3,Ereğli,Eti
3091,80269-278,                5000000                 ,7,1.850,8,Meram,Hatıp
3092,98608-832,                850000                 ,3,140,20,Ereğli,NamıkKemal
3093,99983-505,                2750000                 ,4,170,0,Selçuklu,Parsana
3094,66538-1399,                1500000                 ,4,155,20,Karatay,Keykubat
3095,92343-537,                1780000                 ,4,165,0,Ereğli,MehmetAkif
3096,101004-7970,                780000                 ,10,246,14,Akören,Tülce
3097,0-40203203,                367500                 ,3,122,0,Meram,Gödene
3098,0-40099123,                1500000                 ,4,160,0,Ereğli,Şinasi
3099,128972-315,                2250000                 ,4,167,3,Meram,Kozağaç
3100,129814-73,                1150000                 ,3,90,1,Selçuklu,Ardıçlı
3101,94059-126,                2500000                 ,4,180,15,Selçuklu,Yazır
3102,58332-382,                2200000                 ,4,165,0,Selçuklu,Kosova
3103,121431-753,                1179000                 ,4,115,1,Meram,Alakova
3104,76578-2814,                690000                 ,4,150,25,Selçuklu,İhsaniye
3105,134423-273,                1150000                 ,3,105,10,Bozkır,Demirasaf
3106,1407-1223,                800000                 ,4,127,15,Akören,Ağalar
3107,131350-251,                1500000                 ,4,165,5,Karatay,Hasandedemescit
3108,91053-846,                695000                 ,4,160,27,Sarayönü,Gözlü
3109,80269-1155,                2572000                 ,4,165,2,Selçuklu,Şeker
3110,124086-67,                1300000                 ,4,165,2,Karatay,Karaaslandede
3111,99983-526,                4600000                 ,6,325,0,Selçuklu,SilleAk
3112,128972-187,                1475000                 ,6,225,25,Meram,Alavardı
3113,131193-17,                1790000                 ,4,150,0,Karatay,Akabe
3114,66538-1402,                960000                 ,3,110,4,Selçuklu,Kosova
3115,131231-27,                950000                 ,3,120,25,Meram,Havzan
3116,58332-355,                1400000                 ,3,125,0,Selçuklu,Sancak
3117,81846-1448,                2650000                 ,4,165,25,Meram,Havzan
3118,121431-745,                1840000                 ,4,160,0,Selçuklu,Bedir
3119,130520-439,                1675000                 ,4,165,5,Selçuklu,Akşemsettin
3120,106960-191,                1400                 ,4,140,22,Selçuklu,MehmetAkif
3121,134423-182,                1300000                 ,4,140,4,Karatay,Karaaslandede
3122,87791-274230,                108500                 ,2,425,43,Taşkent,AfşarTepecik
3123,128842-321,                1690000                 ,4,170,4,Karatay,Fetih
3124,80269-373,                4325000                 ,5,250,3,Meram,Karahüyük
3125,98608-773,                1700000                 ,7,200,20,Ereğli,Barbaros
3126,62608-877,                950000                 ,3,110,25,Ereğli,Üçgöz
3127,128972-161,                1595000                 ,4,165,10,Meram,Hadimi
3128,130592-111,                1590000                 ,4,155,0,Selçuklu,SelahaddinEyyubi
3129,124086-172,                1200000                 ,4,160,0,Karatay,Karaaslandede
3130,66538-1392,                800000                 ,4,150,20,Karatay,Akifpaşa
3131,121431-743,                970000                 ,4,140,16,Selçuklu,BosnaHersek
3132,76578-2834,                860000                 ,3,140,20,Selçuklu,MusallaBağları
3133,129710-17,                1                 ,2,3,0,Selçuklu,Hocacihan
3134,92343-637,                2250000                 ,4,165,0,Ereğli,Üçgöz
3135,99983-529,                2250000                 ,5,200,0,Selçuklu,Kosova
3136,80269-253,                1500000                 ,3,95,0,Selçuklu,Sancak
3137,130520-402,                42000000                 ,12,800,160,Meram,Sahibiata
3138,58332-354,                2000000                 ,4,155,0,Selçuklu,Sancak
3139,88901-158,                2000000                 ,3,110,45,Selçuklu,Nişantaş
3140,132760-30,                750000                 ,3,130,20,Ereğli,DoğuElagözlü
3141,131350-250,                980000                 ,4,165,5,Karatay,İstiklal
3142,128032-135,                715000                 ,4,145,35,Meram,Sahibiata
3143,121431-737,                870000                 ,4,140,21,Selçuklu,Fatih
3144,122312-154,                2800000                 ,9,220,20,Meram,Ayanbey
3145,125652-360,                5250000                 ,10,380,2,Karatay,İstiklal
3146,80269-1021,                4250000                 ,5,190,0,Selçuklu,Hocacihan
3147,129604-15,                1000000                 ,3,92,0,Hüyük,BahçeliEvler
3148,133841-156,                465000                 ,3,100,0,Meram,Aymanas
3149,57251-1951,                2500000                 ,8,168,25,Karatay,Saraçoğlu
3150,128842-270,                1700000                 ,4,175,4,Karatay,Hasandedemescit
3151,58332-384,                2250000                 ,4,165,3,Selçuklu,SelahaddinEyyubi
3152,130520-360,                1100000                 ,4,165,26,Meram,Sahibiata
3153,128096-58,                590000                 ,2,90,3,Kulu,Kemaliye
3154,134423-113,                935000                 ,3,110,15,Meram,Hadimi
3155,121431-449,                8100000                 ,10,470,11,Meram,Kozağaç
3156,98608-814,                1100000                 ,4,145,20,Ereğli,Hıdırlı
3157,70173-775,                750000                 ,3,135,20,Ereğli,Eti
3158,57166-377,                3000000                 ,4,200,15,Karatay,Fevziçakmak
3159,62608-898,                950000                 ,3,115,30,Ereğli,Pirömer
3160,92343-647,                1450000                 ,4,160,0,Ereğli,Cinler
3161,80269-781,                2700000                 ,4,175,7,Meram,Kovanağzı
3162,135209-25,                449000                 ,4,134,0,Akşehir,Kileci
3163,131179-12,                1500000                 ,4,170,5,Beyşehir,Yeni
3164,123376-321,                6300000                 ,7,415,2,Ereğli,YıldırımBeyazıt
3165,120991-69,                1450000                 ,4,553,25,Meram,Yenişehir
3166,58332-353,                1400000                 ,3,130,0,Selçuklu,SelahaddinEyyubi
3167,99983-528,                1850000                 ,4,165,0,Selçuklu,Sancak
3168,66538-1317,                1700000                 ,4,165,0,Karatay,Ulubatlıhasan
3169,64652-410,                1300000                 ,3,112,0,Meram,Pirebi
3170,70173-878,                975000                 ,4,175,5,Ereğli,Aydınlar
